datetime,Global_active_power,day_of_week,month,is_weekend,lag_1,lag_7,rolling_7
2007-03-11,58.0106,6,3,1,41.41186666666667,34.845,32.624271428571426
2007-03-12,32.51113333333333,0,3,0,58.0106,44.33886666666667,35.93364285714286
2007-03-13,21.5024,1,3,0,32.51113333333333,20.775,34.243966666666665
2007-03-14,29.889400000000002,2,3,0,21.5024,39.58676666666667,34.347880952380955
2007-03-15,31.413566666666668,3,3,0,29.889400000000002,26.2022,32.96254285714286
2007-03-16,28.36756666666667,4,3,0,31.413566666666668,21.2102,33.70702380952381
2007-03-17,33.8015,5,3,1,28.36756666666667,41.41186666666667,34.729504761904764
2007-03-18,39.51743333333333,6,3,1,33.8015,58.0106,33.64230952380952
2007-03-19,35.8753,0,3,0,39.51743333333333,32.51113333333333,31.000428571428568
2007-03-20,34.77046666666667,1,3,0,35.8753,21.5024,31.481023809523812
2007-03-21,35.70153333333334,2,3,0,34.77046666666667,29.889400000000002,33.376461904761904
2007-03-22,24.249633333333335,3,3,0,35.70153333333334,31.413566666666668,34.20676666666667
2007-03-23,21.8168,4,3,0,24.249633333333335,28.36756666666667,33.183347619047616
2007-03-24,49.47383333333333,5,3,1,21.8168,33.8015,32.247523809523805
2007-03-25,55.602066666666666,6,3,1,49.47383333333333,39.51743333333333,34.486428571428576
2007-03-26,23.601366666666667,0,3,0,55.602066666666666,35.8753,36.78423333333334
2007-03-27,18.419,1,3,0,23.601366666666667,34.77046666666667,35.030814285714285
2007-03-28,38.8983,2,3,0,18.419,35.70153333333334,32.69489047619048
2007-03-29,26.506766666666667,3,3,0,38.8983,24.249633333333335,33.15157142857142
2007-03-30,23.373233333333335,4,3,0,26.506766666666667,21.8168,33.47401904761905
2007-03-31,58.49183333333334,5,3,1,23.373233333333335,49.47383333333333,33.69636666666667
2007-04-01,46.43253333333333,6,4,1,58.49183333333334,55.602066666666666,34.984652380952376
2007-04-02,32.679633333333335,0,4,0,46.43253333333333,23.601366666666667,33.67471904761905
2007-04-03,27.380333333333333,1,4,0,32.679633333333335,18.419,34.97161428571429
2007-04-04,34.1978,2,4,0,27.380333333333333,38.8983,36.25180476190476
2007-04-05,30.73463333333333,3,4,0,34.1978,26.506766666666667,35.58030476190476
2007-04-06,26.68566666666667,4,4,0,30.73463333333333,23.373233333333335,36.184285714285714
2007-04-07,25.898733333333332,5,4,1,26.68566666666667,58.49183333333334,36.65749047619048
2007-04-08,26.8136,6,4,1,25.898733333333332,46.43253333333333,32.001333333333335
2007-04-09,16.682,0,4,0,26.8136,32.679633333333335,29.19862857142857
2007-04-10,12.956066666666667,1,4,0,16.682,27.380333333333333,26.91325238095238
2007-04-11,14.791366666666667,2,4,0,12.956066666666667,34.1978,24.852642857142857
2007-04-12,8.961766666666668,3,4,0,14.791366666666667,30.73463333333333,22.08029523809524
2007-04-13,9.1837,4,4,0,8.961766666666668,26.68566666666667,18.969885714285713
2007-04-14,9.2378,5,4,1,9.1837,25.898733333333332,16.469604761904762
2007-04-15,12.102733333333333,6,4,1,9.2378,26.8136,14.089471428571429
2007-04-16,15.873166666666666,0,4,0,12.102733333333333,16.682,11.987919047619046
2007-04-17,20.395566666666664,1,4,0,15.873166666666666,12.956066666666667,11.872371428571427
2007-04-18,16.637433333333334,2,4,0,20.395566666666664,14.791366666666667,12.935157142857141
2007-04-19,17.144299999999998,3,4,0,16.637433333333334,8.961766666666668,13.19888095238095
2007-04-20,13.709666666666667,4,4,0,17.144299999999998,9.1837,14.367814285714285
2007-04-21,27.894266666666667,5,4,1,13.709666666666667,9.2378,15.01438095238095
2007-04-22,37.228566666666666,6,4,1,27.894266666666667,12.102733333333333,17.679590476190477
2007-04-23,17.5761,0,4,0,37.228566666666666,15.873166666666666,21.26899523809524
2007-04-24,17.201666666666664,1,4,0,17.5761,20.395566666666664,21.51227142857143
2007-04-25,21.069366666666667,2,4,0,17.201666666666664,16.637433333333334,21.056
2007-04-26,21.257766666666665,3,4,0,21.069366666666667,17.144299999999998,21.68913333333333
2007-04-27,18.23886666666667,4,4,0,21.257766666666665,13.709666666666667,22.27677142857143
2007-04-28,0.3789666666666667,5,4,1,18.23886666666667,27.894266666666667,22.9238
2007-04-29,0.0,6,4,1,0.3789666666666667,37.228566666666666,18.993042857142854
2007-04-30,7.0137,0,4,0,0.0,17.5761,13.674676190476191
2007-05-01,27.730966666666667,1,5,0,7.0137,17.201666666666664,12.165761904761906
2007-05-02,16.724766666666667,2,5,0,27.730966666666667,21.069366666666667,13.669947619047619
2007-05-03,18.170633333333335,3,5,0,16.724766666666667,21.257766666666665,13.049290476190476
2007-05-04,16.635466666666666,4,5,0,18.170633333333335,18.23886666666667,12.60827142857143
2007-05-05,26.050866666666664,5,5,1,16.635466666666666,0.3789666666666667,12.379214285714285
2007-05-06,35.035066666666665,6,5,1,26.050866666666664,0.0,16.04662857142857
2007-05-07,27.3944,0,5,0,35.035066666666665,7.0137,21.051638095238097
2007-05-08,29.82153333333333,1,5,0,27.3944,27.730966666666667,23.963166666666666
2007-05-09,27.76226666666667,2,5,0,29.82153333333333,16.724766666666667,24.261819047619046
2007-05-10,11.798066666666667,3,5,0,27.76226666666667,18.170633333333335,25.838604761904758
2007-05-11,16.319233333333333,4,5,0,11.798066666666667,16.635466666666666,24.928238095238097
2007-05-12,24.0261,5,5,1,16.319233333333333,26.050866666666664,24.883061904761906
2007-05-13,27.245633333333334,6,5,1,24.0261,35.035066666666665,24.59380952380952
2007-05-14,24.463033333333332,0,5,0,27.245633333333334,27.3944,23.481033333333336
2007-05-15,15.073200000000002,1,5,0,24.463033333333332,29.82153333333333,23.062266666666666
2007-05-16,28.215733333333333,2,5,0,15.073200000000002,27.76226666666667,20.955361904761904
2007-05-17,20.530266666666666,3,5,0,28.215733333333333,11.798066666666667,21.020142857142854
2007-05-18,27.192166666666665,4,5,0,20.530266666666666,16.319233333333333,22.267599999999998
2007-05-19,23.824033333333333,5,5,1,27.192166666666665,24.0261,23.820876190476188
2007-05-20,32.80546666666667,6,5,1,23.824033333333333,27.245633333333334,23.792009523809526
2007-05-21,18.6677,0,5,0,32.80546666666667,24.463033333333332,24.586271428571425
2007-05-22,18.88086666666667,1,5,0,18.6677,15.073200000000002,23.758366666666664
2007-05-23,24.415599999999998,2,5,0,18.88086666666667,28.215733333333333,24.302319047619047
2007-05-24,19.2398,3,5,0,24.415599999999998,20.530266666666666,23.759442857142858
2007-05-25,26.903666666666666,4,5,0,19.2398,27.192166666666665,23.575090476190475
2007-05-26,25.204133333333335,5,5,1,26.903666666666666,23.824033333333333,23.53387619047619
2007-05-27,35.8968,6,5,1,25.204133333333335,32.80546666666667,23.731033333333333
2007-05-28,27.291133333333335,0,5,0,35.8968,18.6677,24.172652380952382
2007-05-29,17.689,1,5,0,27.291133333333335,18.88086666666667,25.404571428571426
2007-05-30,26.8311,2,5,0,17.689,24.415599999999998,25.234304761904763
2007-05-31,15.6425,3,5,0,26.8311,19.2398,25.57937619047619
2007-06-01,17.4153,4,6,0,15.6425,26.903666666666666,25.065476190476193
2007-06-02,24.73936666666667,5,6,1,17.4153,25.204133333333335,23.70999523809524
2007-06-03,35.133766666666666,6,6,1,24.73936666666667,35.8968,23.6436
2007-06-04,15.193633333333334,0,6,0,35.133766666666666,27.291133333333335,23.534595238095243
2007-06-05,24.314866666666667,1,6,0,15.193633333333334,17.689,21.80638095238095
2007-06-06,28.2273,2,6,0,24.314866666666667,26.8311,22.752933333333335
2007-06-07,16.4167,3,6,0,28.2273,15.6425,22.952390476190477
2007-06-08,35.80076666666666,4,6,0,16.4167,17.4153,23.062990476190475
2007-06-09,17.663566666666668,5,6,1,35.80076666666666,24.73936666666667,25.689485714285716
2007-06-10,22.346866666666664,6,6,1,17.663566666666668,35.133766666666666,24.67865714285714
2007-06-11,13.244233333333334,0,6,0,22.346866666666664,15.193633333333334,22.85195714285714
2007-06-12,15.312766666666667,1,6,0,13.244233333333334,24.314866666666667,22.573471428571427
2007-06-13,15.454533333333334,2,6,0,15.312766666666667,28.2273,21.28745714285714
2007-06-14,20.984733333333335,3,6,0,15.454533333333334,16.4167,19.462776190476188
2007-06-15,16.4934,4,6,0,20.984733333333335,35.80076666666666,20.11535238095238
2007-06-16,33.62936666666666,5,6,1,16.4934,17.663566666666668,17.357157142857144
2007-06-17,32.451499999999996,6,6,1,33.62936666666666,22.346866666666664,19.637985714285715
2007-06-18,11.3079,0,6,0,32.451499999999996,13.244233333333334,21.08150476190476
2007-06-19,14.039333333333333,1,6,0,11.3079,15.312766666666667,20.804885714285717
2007-06-20,17.904766666666667,2,6,0,14.039333333333333,15.454533333333334,20.622966666666667
2007-06-21,13.4491,3,6,0,17.904766666666667,20.984733333333335,20.973000000000003
2007-06-22,9.438233333333333,4,6,0,13.4491,16.4934,19.89648095238095
2007-06-23,7.959433333333334,5,6,1,9.438233333333333,33.62936666666666,18.8886
2007-06-24,11.910933333333332,6,6,1,7.959433333333334,32.451499999999996,15.221466666666666
2007-06-25,17.870033333333332,0,6,0,11.910933333333332,11.3079,12.2871
2007-06-26,15.748466666666667,1,6,0,17.870033333333332,14.039333333333333,13.224547619047618
2007-06-27,24.680433333333333,2,6,0,15.748466666666667,17.904766666666667,13.468709523809524
2007-06-28,21.590633333333336,3,6,0,24.680433333333333,13.4491,14.436661904761905
2007-06-29,21.736633333333334,4,6,0,21.590633333333336,9.438233333333333,15.599738095238095
2007-06-30,22.255233333333333,5,6,1,21.736633333333334,7.959433333333334,17.35665238095238
2007-07-01,17.111066666666666,6,7,1,22.255233333333333,11.910933333333332,19.398909523809525
2007-07-02,16.1172,0,7,0,17.111066666666666,17.870033333333332,20.141785714285714
2007-07-03,17.665200000000002,1,7,0,16.1172,15.748466666666667,19.891380952380953
2007-07-04,16.723499999999998,2,7,0,17.665200000000002,24.680433333333333,20.165200000000002
2007-07-05,17.6215,3,7,0,16.723499999999998,21.590633333333336,19.02849523809524
2007-07-06,17.825400000000002,4,7,0,17.6215,21.736633333333334,18.46147619047619
2007-07-07,22.636766666666666,5,7,1,17.825400000000002,22.255233333333333,17.90272857142857
2007-07-08,18.151333333333334,6,7,1,22.636766666666666,17.111066666666666,17.957233333333335
2007-07-09,19.6693,0,7,0,18.151333333333334,16.1172,18.105842857142857
2007-07-10,15.138733333333333,1,7,0,19.6693,17.665200000000002,18.613285714285716
2007-07-11,12.0392,2,7,0,15.138733333333333,16.723499999999998,18.252361904761905
2007-07-12,17.82636666666667,3,7,0,12.0392,17.6215,17.58317619047619
2007-07-13,13.2397,4,7,0,17.82636666666667,17.825400000000002,17.61244285714286
2007-07-14,21.4695,5,7,1,13.2397,22.636766666666666,16.95734285714286
2007-07-15,15.283733333333334,6,7,1,21.4695,18.151333333333334,16.790590476190477
2007-07-16,14.2279,0,7,0,15.283733333333334,19.6693,16.380933333333335
2007-07-17,11.993866666666666,1,7,0,14.2279,15.138733333333333,15.603590476190476
2007-07-18,12.618033333333333,2,7,0,11.993866666666666,12.0392,15.154323809523811
2007-07-19,11.2981,3,7,0,12.618033333333333,17.82636666666667,15.237014285714285
2007-07-20,18.507033333333332,4,7,0,11.2981,13.2397,14.304404761904761
2007-07-21,17.6708,5,7,1,18.507033333333332,21.4695,15.05688095238095
2007-07-22,22.92956666666667,6,7,1,17.6708,15.283733333333334,14.514209523809523
2007-07-23,16.51696666666667,0,7,0,22.92956666666667,14.2279,15.606471428571428
2007-07-24,13.754733333333332,1,7,0,16.51696666666667,11.993866666666666,15.933480952380952
2007-07-25,7.876,2,7,0,13.754733333333332,12.618033333333333,16.185033333333333
2007-07-26,15.408333333333333,3,7,0,7.876,11.2981,15.5076
2007-07-27,20.0419,4,7,0,15.408333333333333,18.507033333333332,16.09477619047619
2007-07-28,27.031033333333333,5,7,1,20.0419,17.6708,16.31404285714286
2007-07-29,5.351933333333333,6,7,1,27.031033333333333,22.92956666666667,17.651219047619048
2007-07-30,7.780266666666666,0,7,0,5.351933333333333,16.51696666666667,15.140128571428573
2007-07-31,13.538866666666667,1,7,0,7.780266666666666,13.754733333333332,13.89202857142857
2007-08-01,17.6723,2,8,0,13.538866666666667,7.876,13.861190476190476
2007-08-02,16.990266666666667,3,8,0,17.6723,15.408333333333333,15.260661904761905
2007-08-03,17.722733333333334,4,8,0,16.990266666666667,20.0419,15.48665238095238
2007-08-04,19.083166666666667,5,8,1,17.722733333333334,27.031033333333333,15.155342857142857
2007-08-05,13.1183,6,8,1,19.083166666666667,5.351933333333333,14.019933333333332
2007-08-06,18.162,0,8,0,13.1183,7.780266666666666,15.129414285714285
2007-08-07,24.726333333333333,1,8,0,18.162,13.538866666666667,16.61251904761905
2007-08-08,18.758033333333334,2,8,0,24.726333333333333,17.6723,18.21072857142857
2007-08-09,17.861333333333334,3,8,0,18.758033333333334,16.990266666666667,18.365833333333335
2007-08-10,17.1335,4,8,0,17.861333333333334,17.722733333333334,18.49027142857143
2007-08-11,18.194166666666668,5,8,1,17.1335,19.083166666666667,18.40609523809524
2007-08-12,20.6984,6,8,1,18.194166666666668,13.1183,18.279095238095238
2007-08-13,19.216866666666665,0,8,0,20.6984,18.162,19.361966666666667
2007-08-14,15.686499999999999,1,8,0,19.216866666666665,24.726333333333333,19.512661904761906
2007-08-15,19.86433333333333,2,8,0,15.686499999999999,18.758033333333334,18.221257142857144
2007-08-16,15.974933333333333,3,8,0,19.86433333333333,17.861333333333334,18.3793
2007-08-17,16.831533333333333,4,8,0,15.974933333333333,17.1335,18.109814285714286
2007-08-18,5.799333333333333,5,8,1,16.831533333333333,18.194166666666668,18.06667619047619
2007-08-19,23.704900000000002,6,8,1,5.799333333333333,20.6984,16.295985714285713
2007-08-20,22.314033333333334,0,8,0,23.704900000000002,19.216866666666665,16.725485714285714
2007-08-21,10.709266666666668,1,8,0,22.314033333333334,15.686499999999999,17.167938095238096
2007-08-22,20.163466666666668,2,8,0,10.709266666666668,19.86433333333333,16.456904761904763
2007-08-23,18.53853333333333,3,8,0,20.163466666666668,15.974933333333333,16.499638095238094
2007-08-24,27.603566666666666,4,8,0,18.53853333333333,16.831533333333333,16.86586666666667
2007-08-25,19.181333333333335,5,8,1,27.603566666666666,5.799333333333333,18.40472857142857
2007-08-26,21.9151,6,8,1,19.181333333333335,23.704900000000002,20.316442857142857
2007-08-27,20.1955,0,8,0,21.9151,22.314033333333334,20.060757142857142
2007-08-28,16.616733333333332,1,8,0,20.1955,10.709266666666668,19.75810952380952
2007-08-29,12.466533333333333,2,8,0,16.616733333333332,20.163466666666668,20.602033333333335
2007-08-30,20.04096666666667,3,8,0,12.466533333333333,18.53853333333333,19.50247142857143
2007-08-31,21.330366666666666,4,8,0,20.04096666666667,27.603566666666666,19.71710476190476
2007-09-01,28.3581,5,9,1,21.330366666666666,19.181333333333335,18.820933333333333
2007-09-02,27.707800000000002,6,9,1,28.3581,21.9151,20.1319
2007-09-03,17.315366666666666,0,9,0,27.707800000000002,20.1955,20.95942857142857
2007-09-04,26.415733333333332,1,9,0,17.315366666666666,16.616733333333332,20.547980952380954
2007-09-05,20.60953333333333,2,9,0,26.415733333333332,12.466533333333333,21.947838095238097
2007-09-06,15.024566666666667,3,9,0,20.60953333333333,20.04096666666667,23.11112380952381
2007-09-07,22.274933333333333,4,9,0,15.024566666666667,21.330366666666666,22.394495238095235
2007-09-08,24.495866666666664,5,9,1,22.274933333333333,28.3581,22.529433333333333
2007-09-09,27.991699999999998,6,9,1,24.495866666666664,27.707800000000002,21.977685714285716
2007-09-10,18.622933333333332,0,9,0,27.991699999999998,17.315366666666666,22.018242857142855
2007-09-11,16.392866666666666,1,9,0,18.622933333333332,26.415733333333332,22.2050380952381
2007-09-12,21.462733333333333,2,9,0,16.392866666666666,20.60953333333333,20.7732
2007-09-13,19.106366666666666,3,9,0,21.462733333333333,15.024566666666667,20.89508571428571
2007-09-14,18.924500000000002,4,9,0,19.106366666666666,22.274933333333333,21.478199999999998
2007-09-15,18.2552,5,9,1,18.924500000000002,24.495866666666664,20.999566666666663
2007-09-16,27.537066666666664,6,9,1,18.2552,27.991699999999998,20.108042857142856
2007-09-17,24.353099999999998,0,9,0,27.537066666666664,18.622933333333332,20.043095238095237
2007-09-18,19.458666666666666,1,9,0,24.353099999999998,16.392866666666666,20.86169047619048
2007-09-19,21.64473333333333,2,9,0,19.458666666666666,21.462733333333333,21.299661904761905
2007-09-20,20.92553333333333,3,9,0,21.64473333333333,19.106366666666666,21.325661904761905
2007-09-21,20.646333333333335,4,9,0,20.92553333333333,18.924500000000002,21.585542857142855
2007-09-22,19.602866666666667,5,9,1,20.646333333333335,18.2552,21.831519047619047
2007-09-23,23.632833333333334,6,9,1,19.602866666666667,27.537066666666664,22.024042857142856
2007-09-24,22.575499999999998,0,9,0,23.632833333333334,24.353099999999998,21.466295238095235
2007-09-25,29.405700000000003,1,9,0,22.575499999999998,19.458666666666666,21.21235238095238
2007-09-26,30.371066666666664,2,9,0,29.405700000000003,21.64473333333333,22.633357142857143
2007-09-27,23.209999999999997,3,9,0,30.371066666666664,20.92553333333333,23.87997619047619
2007-09-28,28.008300000000002,4,9,0,23.209999999999997,20.646333333333335,24.20632857142857
2007-09-29,38.27536666666666,5,9,1,28.008300000000002,19.602866666666667,25.258038095238096
2007-09-30,25.2715,6,9,1,38.27536666666666,23.632833333333334,27.925538095238096
2007-10-01,28.682033333333333,0,10,0,25.2715,22.575499999999998,28.15963333333333
2007-10-02,36.647733333333335,1,10,0,28.682033333333333,29.405700000000003,29.031995238095238
2007-10-03,21.340899999999998,2,10,0,36.647733333333335,30.371066666666664,30.066571428571425
2007-10-04,25.307633333333335,3,10,0,21.340899999999998,23.209999999999997,28.77654761904762
2007-10-05,23.23486666666667,4,10,0,25.307633333333335,28.008300000000002,29.076209523809524
2007-10-06,29.270666666666667,5,10,1,23.23486666666667,38.27536666666666,28.39429047619048
2007-10-07,35.1019,6,10,1,29.270666666666667,25.2715,27.10790476190476
2007-10-08,18.254033333333332,0,10,0,35.1019,28.682033333333333,28.51224761904762
2007-10-09,28.130966666666666,1,10,0,18.254033333333332,36.647733333333335,27.022533333333335
2007-10-10,19.44953333333333,2,10,0,28.130966666666666,21.340899999999998,25.805852380952384
2007-10-11,28.8741,3,10,0,19.44953333333333,25.307633333333335,25.535657142857143
2007-10-12,31.908399999999997,4,10,0,28.8741,23.23486666666667,26.04515238095238
2007-10-13,32.11213333333333,5,10,1,31.908399999999997,29.270666666666667,27.28422857142857
2007-10-14,34.3542,6,10,1,32.11213333333333,35.1019,27.690152380952384
2007-10-15,21.1055,0,10,0,34.3542,18.254033333333332,27.583338095238098
2007-10-16,32.7407,1,10,0,21.1055,28.130966666666666,27.990690476190473
2007-10-17,26.28216666666667,2,10,0,32.7407,19.44953333333333,28.649223809523807
2007-10-18,25.308833333333332,3,10,0,26.28216666666667,28.8741,29.625314285714285
2007-10-19,34.7608,4,10,0,25.308833333333332,31.908399999999997,29.115990476190472
2007-10-20,27.67076666666667,5,10,1,34.7608,32.11213333333333,29.52347619047619
2007-10-21,32.36566666666667,6,10,1,27.67076666666667,34.3542,28.88899523809524
2007-10-22,27.548266666666667,0,10,0,32.36566666666667,21.1055,28.604919047619045
2007-10-23,32.577466666666666,1,10,0,27.548266666666667,32.7407,29.52531428571429
2007-10-24,31.093933333333332,2,10,0,32.577466666666666,26.28216666666667,29.50199523809524
2007-10-25,30.898633333333333,3,10,0,31.093933333333332,25.308833333333332,30.189390476190475
2007-10-26,23.959466666666668,4,10,0,30.898633333333333,34.7608,30.987933333333334
2007-10-27,29.761466666666667,5,10,1,23.959466666666668,27.67076666666667,29.444885714285714
2007-10-28,8.535966666666667,6,10,1,29.761466666666667,32.36566666666667,29.743557142857146
2007-10-29,9.090466666666666,0,10,0,8.535966666666667,27.548266666666667,26.339314285714288
2007-10-30,13.5168,1,10,0,9.090466666666666,32.577466666666666,23.70248571428571
2007-10-31,21.386833333333335,2,10,0,13.5168,31.093933333333332,20.979533333333332
2007-11-01,8.270266666666666,3,11,0,21.386833333333335,30.898633333333333,19.592804761904763
2007-11-02,24.060033333333333,4,11,0,8.270266666666666,23.959466666666668,16.360180952380954
2007-11-03,8.209166666666667,5,11,1,24.060033333333333,29.761466666666667,16.374547619047622
2007-11-04,24.761433333333333,6,11,1,8.209166666666667,8.535966666666667,13.29564761904762
2007-11-05,25.009866666666667,0,11,0,24.761433333333333,9.090466666666666,15.61357142857143
2007-11-06,34.706300000000006,1,11,0,25.009866666666667,13.5168,17.88777142857143
2007-11-07,30.745966666666668,2,11,0,34.706300000000006,21.386833333333335,20.914842857142855
2007-11-08,25.017666666666667,3,11,0,30.745966666666668,8.270266666666666,22.251861904761906
2007-11-09,36.1871,4,11,0,25.017666666666667,24.060033333333333,24.64434761904762
2007-11-10,43.526666666666664,5,11,1,36.1871,8.209166666666667,26.376785714285717
2007-11-11,31.452066666666667,6,11,1,43.526666666666664,24.761433333333333,31.42214285714286
2007-11-12,35.93576666666667,0,11,0,31.452066666666667,25.009866666666667,32.377947619047625
2007-11-13,36.90663333333334,1,11,0,35.93576666666667,34.706300000000006,33.938790476190476
